,2,4468
,4,5331
,8,3639
,16,4818
,32,5772
,64,3735
,128,5956
,256,11339
,512,24429
,1024,50983
,2048,111204
,4096,239095
,8192,508968
,16384,1061895
,32768,2197197
,65536,4448433
,131072,8979829
,262144,18552783
,524288,37923552
,1048576,78274395
