,2,240064
,4,432202
,8,649343
,16,644814
,32,503597
,64,503708
,128,605404
,256,685110
,512,663333
,1024,624387
,2048,930893
,4096,1512572
,8192,2685922
,16384,5073977
,32768,9538347
,65536,18726543
,131072,45304716
,262144,78727225
,524288,173462022
,1048576,320936835
