,2,271335
,4,325375
,8,374950
,16,402435
,32,518614
,64,750731
,128,806352
,256,924304
,512,986716
,1024,1108985
,2048,1227383
,4096,1423614
,8192,1467979
,16384,1688541
,32768,2186335
,65536,2528645
,131072,3770162
,262144,6248193
,524288,11012489
,1048576,25592166
